./asio_kcp_client/asio_kcp_client 120.26.200.117 33333 500 2>/dev/null
64  95  235 202 216 165 155 143 112 91  max: 235  average 10: 147  average total: 147 0KB/s(in)
16:19.38 61 52  122 114 74  61  51  56  56  67  max: 122  average 10: 71  average total: 71
16:19.39 57 59  57  57  64  63  53  114 83  54  max: 114  average 10: 66  average total: 66
16:19.39 104    105 62  58  67  66  56  56  66  56  max: 105  average 10: 69  average total: 69
16:19.40 56 57  51  112 81  62  51  54  50  66  max: 112  average 10: 64  average total: 64
16:19.40 55 56  65  55  54  54  52  54  53  57  max: 65  average 10: 55  average total: 55
16:19.41 57 59  61  56  57  54  55  54  55  59  max: 61  average 10: 56  average total: 56
16:19.41 60 49  70  57  50  71  64  65  54  73  max: 73  average 10: 61  average total: 61
16:19.42 63 54  58  54  53  59  60  59  70  47  max: 70  average 10: 57  average total: 57
16:19.42 58 61  58  57  63  62  60  63  54  50  max: 63  average 10: 58  average total: 58
16:19.43 66 201 166 166 125 105 73  65  53  65  max: 201  average 10: 108  average total: 108
16:19.43 65 54  53  58  60  88  58  58  62  60  max: 88  average 10: 61  average total: 61
16:19.44 58 144 113 96  52  61  54  61  50  60  max: 144  average 10: 74  average total: 74
16:19.44 61 60  66  66  66  68  56  55  59  188 max: 188  average 10: 74  average total: 74
16:19.45 156    114 101 61  109 110 70  63  73  58  max: 156  average 10: 91  average total: 91
16:19.45 58 65  53  124 114 72  57  58  71  60  max: 124  average 10: 73  average total: 73
16:19.46 58 58  59  117 108 78  57  52  63  56  max: 117  average 10: 70  average total: 70
16:19.46 53 54  57  55  59  50  68  243 252 211 max: 252  average 10: 110  average total: 110 9.7KB/s(in)
16:19.47 160    117 94  66  57  57  57  54  53  169 max: 169  average 10: 88  average total: 88
16:19.47 161    131 112 80  50  63  51  49  60  135 max: 161  average 10: 89  average total: 89
16:19.48 118    88  125 94  64  54  55  59  54  64  max: 125  average 10: 77  average total: 77
16:19.48 62 62  47  68  137 132 137 105 95  56  max: 137  average 10: 90  average total: 90
16:19.49 60 60  61  61  60  59  64  48  49  59  max: 64  average 10: 58  average total: 58
16:19.49 59 64  70  56  63  61  70  55  52  52  max: 70  average 10: 60  average total: 60
16:19.50 57 56  67  56  127 86  55  56  117 106 max: 127  average 10: 78  average total: 78
16:19.50 75 60  61  63  61  62  61  51  50  62  max: 75  average 10: 60  average total: 60
16:19.51 61 67  69  67  66  57  54  53  55  82  max: 82  average 10: 63  average total: 63
16:19.51 88 72  58  149 108 98  68  58  58  74  max: 149  average 10: 83  average total: 83
16:19.52 65 65  59  64  64  63  51  53  51  117 max: 117  average 10: 65  average total: 65
16:19.52 108    106 70  67  54  55  53  57  73  76  max: 108  average 10: 71  average total: 71
16:19.53 64 55  140 99  99  58  51  57  68  51  max: 140  average 10: 74  average total: 74
16:19.53 57 113 82  112 101 70  62  50  60  49  max: 113  average 10: 75  average total: 75
16:19.54 51 49  115 116 75  82  54  65  59  66  max: 116  average 10: 73  average total: 73
16:19.54 66 55  58  54  59  49  58  59  61  68  max: 68  average 10: 58  average total: 58
16:19.55 72 57  58  57  57  56  63  114 102 62  max: 114  average 10: 69  average total: 69
16:19.55 112    104 60  60  61  64  74  86  55  54  max: 112  average 10: 73  average total: 73
16:19.56 52 55  53  54  58  57  57  56  61  136 max: 136  average 10: 63  average total: 63
16:19.57 145    94  53  58  62  51  52  51  56  67  max: 145  average 10: 68  average total: 68
16:19.57 61 55  66  55  55  59  59  200 170 159 max: 200  average 10: 93  average total: 93 9.9KB/s(in)
16:19.58 119    68  58  57  68  57  121 109 78  117 max: 121  average 10: 85  average total: 85
16:19.58 131    80  132 273 267 239 224 173 155 109 max: 273  average 10: 178  average total: 178
16:19.59 134    113 88  86  99  106 90  135 146 186 max: 186  average 10: 118  average total: 118
16:19.59 194    193 167 387 363 345 391 362 315 310 max: 391  average 10: 302  average total: 302
16:20.0 445 467 450 421 393 357 388 386 343 303 max: 467  average 10: 395  average total: 395
16:20.0 320 420 440 438 419 393 376 365 529 478 max: 529  average 10: 417  average total: 417
16:20.1 427 376 327 385 366 316 308 336 751 701 max: 751  average 10: 429  average total: 429
16:20.2 650 618 674 640 614 574 523 518 515 468 max: 674  average 10: 579  average total: 579
16:20.2 443 431 406 361 337 302 256 216 369 374 max: 443  average 10: 349  average total: 349
16:20.2 329 345 296 300 271 220 209 176 156 175 max: 345  average 10: 247  average total: 247
16:20.3 176 126 111 89  200 150 191 151 163 172 max: 200  average 10: 152  average total: 152
16:20.3 164 161 164 115 125 145 104 94  53  54  max: 164  average 10: 117  average total: 117
16:20.4 65  68  98  59  58  55  48  73  69  160 max: 160  average 10: 75  average total: 75
16:20.4 109 114 74  65  53  58  72  57  67  59  max: 114  average 10: 72  average total: 72
16:20.5 67  58  57  57  68  60  77  68  62  69  max: 77  average 10: 64  average total: 64
16:20.5 62  52  63  123 112 71  52  62  57  66  max: 123  average 10: 72  average total: 72
16:20.6 56  65  55  56  58  55  59  69  71  90  max: 90  average 10: 63  average total: 63
16:20.6 62  53  60  60  62  49  62  53  64  138 max: 138  average 10: 66  average total: 66
16:20.7 125 111 61  55  68  115 111 104 76  66  max: 125  average 10: 89  average total: 89
16:20.7 49  60  60  60  56  115 105 66  64  56  max: 115  average 10: 69  average total: 69 9.9KB/s(in)
16:20.8 64  200 164 159 123 108 91  68  57  58  max: 200  average 10: 109  average total: 109
16:20.8 136 101 91  53  51  51  229 188 173 135 max: 229  average 10: 120  average total: 120
16:20.9 96  58  145 105 96  54  64  123 109 87  max: 145  average 10: 93  average total: 93
16:20.9 70  57  64  73  79  59  144 112 93  64  max: 144  average 10: 81  average total: 81
16:20.10 214    209 182 169 138 118 67  61  67  68  max: 214  average 10: 129  average total: 129
16:20.10 57 58  63  65  61  61  51  51  122 103 max: 122  average 10: 69  average total: 69
16:20.11 60 65  65  116 104 68  56  56  60  56  max: 116  average 10: 70  average total: 70
16:20.11 119    120 68  62  61  57  58  67  51  76  max: 120  average 10: 73  average total: 73
16:20.12 51 50  62  52  124 84  56  65  55  117 max: 124  average 10: 71  average total: 71
16:20.12 151    157 106 78  60  58  54  64  61  59  max: 157  average 10: 84  average total: 84
16:20.13 49 63  60  63  50  57  64  70  54  66  max: 70  average 10: 59  average total: 59
16:20.13 55 293 264 252 201 172 149 108 109 100 max: 293  average 10: 170  average total: 170
16:20.14 60 59  57  54  67  54  58  55  55  54  max: 67  average 10: 57  average total: 57
16:20.14 61 48  58  59  58  58  60  67  68  62  max: 68  average 10: 59  average total: 59
16:20.15 62 61  52  52  51  136 102 97  117 81  max: 136  average 10: 81  average total: 81
16:20.15 57 55  70  60  61  61  60  59  61  53  max: 70  average 10: 59  average total: 59
16:20.16 64 58  48  57  57  61  63  52  64  64  max: 64  average 10: 58  average total: 58
16:20.16 72 50  51  74  58  59  59  61  55  212 max: 212  average 10: 75  average total: 75
16:20.17 212    192 155 111 96  60  57  63  120 109 max: 212  average 10: 117  average total: 117
16:20.17 69 134 103 93  62  68  52  248 241 212 max: 248  average 10: 128  average total: 128 9.7KB/s(in)
16:20.18 182    131 99  73  70  57  58  55  67  147 max: 182  average 10: 93  average total: 93
16:20.18 104    105 54  56  53  52  55  58  70  58  max: 105  average 10: 66  average total: 66
16:20.19 68 58  60  135 123 102 129 101 91  51  max: 135  average 10: 91  average total: 91
16:20.19 113    81  61  60  67  65  55  55  55  56  max: 113  average 10: 66  average total: 66
16:20.20 56 54  61  125 79  69  48  70  57  59  max: 125  average 10: 67  average total: 67
16:20.20 62 66  62  52  52  52  53  54  54  58  max: 66  average 10: 56  average total: 56
16:20.21 180    164 133 109 58  59  56  66  71  57  max: 180  average 10: 95  average total: 95
16:20.21 57 61  59  63  51  63  51  128 115 88  max: 128  average 10: 73  average total: 73
16:20.22 68 56  67  55  208 170 128 107 65  59  max: 208  average 10: 98  average total: 98
16:20.22 61 61  50  60  58  63  97  89  103 457 max: 457  average 10: 109  average total: 109
16:20.23 420    499 485 440 422 400 359 318 308 271 max: 499  average 10: 392  average total: 392
16:20.23 258    229 208 168 156 116 145 96  60  61  max: 258  average 10: 149  average total: 149
16:20.24 49 63  50  50  61  51  63  66  56  136 max: 136  average 10: 64  average total: 64
16:20.24 106    102 67  65  54  60  139 123 100 69  max: 139  average 10: 88  average total: 88
16:20.25 60 59  50  59  50  77  67  69  79  83  max: 83  average 10: 65  average total: 65
16:20.25 76 88  122 119 147 124 116 133 135 233 max: 233  average 10: 129  average total: 129
16:20.26 223    211 202 165 320 339 322 310 275 249 max: 339  average 10: 261  average total: 261
16:20.27 223    180 158 140 100 68  51  53  60  72  max: 223  average 10: 110  average total: 110
16:20.27 80 83  94  53  55  67  98  90  77  55  max: 98  average 10: 75  average total: 75
16:20.27 61 60  60  49  61  50  141 110 105 75  max: 141  average 10: 77  average total: 77
16:20.28 65 54  55  74  65  54  53  128 141 118 max: 141  average 10: 80  average total: 80 9.9KB/s(in)
16:20.28 89 56  67  56  56  56  57  56  61  82  max: 89  average 10: 63  average total: 63
16:20.29 82 72  51  143 142 141 136 95  126 108 max: 143  average 10: 109  average total: 109
16:20.29 58 69  79  81  262 231 211 173 183 134 max: 262  average 10: 148  average total: 148
16:20.30 110    82  174 161 135 115 64  63  63  63  max: 174  average 10: 103  average total: 103
16:20.30 63 78  75  203 228 221 207 189 157 158 max: 228  average 10: 157  average total: 157
16:20.31 107    66  57  55  54  55  211 161 160 150 max: 211  average 10: 107  average total: 107
16:20.31 111    99  73  111 111 75  69  68  67  137 max: 137  average 10: 92  average total: 92
16:20.32 114    86  56  55  56  55  56  64  60  58  max: 114  average 10: 66  average total: 66
16:20.32 59 129 98  78  59  60  57  56  61  62  max: 129  average 10: 71  average total: 71
16:20.33 112    102 113 83  51  61  53  59  53  64  max: 113  average 10: 75  average total: 75
16:20.33 63 114 105 74  63  55  53  53  63  67  max: 114  average 10: 71  average total: 71
16:20.34 69 58  57  68  67  61  57  122 83  63  max: 122  average 10: 70  average total: 70
16:20.34 123    112 82  132 100 80  65  97  72  67  max: 132  average 10: 93  average total: 93
16:20.35 64 62  64  69  52  60  67  56  67  68  max: 69  average 10: 62  average total: 62
16:20.35 47 57  60  57  57  62  124 112 72  60  max: 124  average 10: 70  average total: 70
16:20.36 78 61  61  64  65  73  116 66  55  197 max: 197  average 10: 83  average total: 83
16:20.37 170    157 123 114 65  71  56  64  56  58  max: 170  average 10: 93  average total: 93
16:20.37 60 68  71  127 113 93  54  73  52  80  max: 127  average 10: 79  average total: 79
16:20.37 52 53  132 101 105 76  120 108 65  110 max: 132  average 10: 92  average total: 92
16:20.38 59 316 265 215 165 114 510 460 409 358 max: 510  average 10: 287  average total: 287 9.6KB/s(in)
16:20.39 308    258 207 156 118 463 426 374 323 273 max: 463  average 10: 290  average total: 290
16:20.39 223    172 121 70  62  70  68  227 211 176 max: 227  average 10: 140  average total: 140
16:20.40 166    116 85  220 219 178 287 236 278 227 max: 287  average 10: 201  average total: 201
16:20.40 209    177 155 120 98  66  65  47  71  60  max: 209  average 10: 106  average total: 106
16:20.41 60 49  85  179 159 138 125 116 65  62  max: 179  average 10: 103  average total: 103
16:20.41 62 51  66  66  70  121 148 166 135 107 max: 166  average 10: 99  average total: 99
16:20.42 73 65  60  69  65  65  58  73  67  70  max: 73  average 10: 66  average total: 66
16:20.42 60 72  74  67  56  69  55  55  72  71  max: 74  average 10: 65  average total: 65
16:20.43 60 61  52  50  61  61  52  60  66  56  max: 66  average 10: 57  average total: 57
16:20.43 66 66  56  57  56  56  50  52  100 51  max: 100  average 10: 61  average total: 61
16:20.44 51 61  65  61  68  159 119 110 77  75  max: 159  average 10: 84  average total: 84
16:20.44 55 55  56  48  59  58  59  70  49  84  max: 84  average 10: 59  average total: 59
16:20.45 98 58  59  60  166 164 154 103 63  52  max: 166  average 10: 97  average total: 97
16:20.45 53 53  125 108 87  58  67  56  66  56  max: 125  average 10: 72  average total: 72
16:20.46 56 58  61  55  50  60  62  53  52  50  max: 62  average 10: 55  average total: 55
16:20.46 60 64  49  50  59  65  55  65  65  54  max: 65  average 10: 58  average total: 58
16:20.47 54 54  53  52  53  53  56  68  66  65  max: 68  average 10: 57  average total: 57
16:20.47 66 56  56  55  66  55  54  120 101 74  max: 120  average 10: 70  average total: 70
16:20.48 58 58  211 225 207 167 126 106 65  60  max: 225  average 10: 128  average total: 128
16:20.48 50 53  50  63  50  65  50  71  51  62  max: 71  average 10: 56  average total: 56
16:20.49 51 67  58  66  56  56  127 108 88  61  max: 127  average 10: 73  average total: 73 10.1KB/s(in)
16:20.49 204    212 202 161 162 160 133 100 68  69  max: 212  average 10: 147  average total: 147
16:20.50 57 56  61  50  61  51  50  50  61  59  max: 61  average 10: 55  average total: 55
16:20.50 59 62  65  54  64  56  62  52  62  52  max: 65  average 10: 58  average total: 58
16:20.51 61 52  66  66  127 116 75  66  57  59  max: 127  average 10: 74  average total: 74
16:20.51 58 56  55  61  111 100 70  61  200 161 max: 200  average 10: 93  average total: 93
16:20.52 129    100 59  49  64  64  55  125 75  53  max: 129  average 10: 77  average total: 77
16:20.52 53 56  60  53  56  59  60  61  68  57  max: 68  average 10: 58  average total: 58
16:20.53 57 57  58  57  59  54  66  59  62  134 max: 134  average 10: 66  average total: 66
16:20.53 133    93  51  63  121 118 86  65  55  55  max: 133  average 10: 84  average total: 84
16:20.54 55 59  57  55  55  54  53  61  61  64  max: 64  average 10: 57  average total: 57
16:20.54 70 51  59  49  50  54  65  106 119 117 max: 119  average 10: 74  average total: 74
16:20.55 80 53  124 104 73  62  61  118 109 78  max: 124  average 10: 86  average total: 86
16:20.55 59 47  108 66  59  59  62  62  131 100 max: 131  average 10: 75  average total: 75
16:20.56 81 123 106 80  58  52  111 100 84  64  max: 123  average 10: 85  average total: 85
16:20.56 56 54  63  52  54  55  54  114 73  53  max: 114  average 10: 62  average total: 62
16:20.57 57 58  67  119 108 77  57  113 105 65  max: 119  average 10: 82  average total: 82
16:20.57 54 55  53  53  62  57  50  51  51  61  max: 62  average 10: 54  average total: 54
16:20.58 56 67  55  68  55  56  57  116 105 75  max: 116  average 10: 71  average total: 71
16:20.58 57 50  61  50  61  111 101 60  61  60  max: 111  average 10: 67  average total: 67
16:20.59 50 123 76  76  55  54  54  126 106 81  max: 126  average 10: 80  average total: 80 9.8KB/s(in)
16:20.59 51 70  51  64  50  60  50  51  57  71  max: 71  average 10: 57  average total: 57
16:21.0 57  58  58  56  57  56  63  62  63  52  max: 63  average 10: 58  average total: 58
16:21.0 63  50  112 102 62  60  60  65  57  54  max: 112  average 10: 68  average total: 68
16:21.1 54  55  55  53  64  54  107 118 107 57  max: 118  average 10: 72  average total: 72
16:21.1 65  67  70  57  57  57  126 89  56  51  max: 126  average 10: 69  average total: 69
16:21.2 53  51  61  51  52  51  50  59  59  52  max: 61  average 10: 53  average total: 53
16:21.2 58  62  60  56  65  61  66  51  66  123 max: 123  average 10: 66  average total: 66
16:21.3 153 102 102 117 108 65  56  56  56  59  max: 153  average 10: 87  average total: 87
16:21.3 56  55  111 83  60  61  60  79  83  51  max: 111  average 10: 69  average total: 69
16:21.4 50  59  55  66  71  67  55  74  65  55  max: 74  average 10: 61  average total: 61
16:21.4 56  60  59  53  60  50  51  64  121 105 max: 121  average 10: 67  average total: 67
16:21.5 77  59  120 104 64  54  54  54  119 79  max: 120  average 10: 78  average total: 78
16:21.5 57  57  57  56  56  59  59  57  58  52  max: 59  average 10: 56  average total: 56
16:21.6 62  62  51  50  51  50  64  61  66  55  max: 66  average 10: 57  average total: 57
16:21.6 65  125 124 123 124 105 85  55  69  48  max: 125  average 10: 92  average total: 92
16:21.7 62  47  56  58  59  57  56  56  52  60  max: 62  average 10: 56  average total: 56
16:21.7 63  49  51  49  60  62  60  59  49  64  max: 64  average 10: 56  average total: 56
16:21.8 64  53  53  53  53  56  55  54  54  71  max: 71  average 10: 56  average total: 56
16:21.8 67  61  127 109 87  60  65  60  66  56  max: 127  average 10: 75  average total: 75
16:21.9 61  60  62  61  117 106 68  56  57  56  max: 117  average 10: 70  average total: 70 9.8KB/s(in)
16:21.9 60  129 111 87  60  52  131 100 80  50  max: 131  average 10: 86  average total: 86
16:21.10 60 60  66  64  66  64  54  56  64  57  max: 66  average 10: 61  average total: 61
16:21.10 53 56  53  57  59  58  68  59  56  56  max: 68  average 10: 57  average total: 57
16:21.11 58 56  57  57  50  59  59  58  60  109 max: 109  average 10: 62  average total: 62
16:21.11 69 48  58  54  207 156 154 155 116 104 max: 207  average 10: 112  average total: 112
16:21.12 66 54  54  54  119 109 69  69  58  49  max: 119  average 10: 70  average total: 70
16:21.12 60 63  135 114 89  72  72  56  54  57  max: 135  average 10: 77  average total: 77
