./enet_client/enet_client 120.26.200.117 22222 500
before enet_host_connect
Connection to some.server.net:1234 succeeded.
51  49  49  57  54  53  71  64  147 96  max: 147  average 10: 69  average total: 69 0KB/s(in)
16:18.46 51 68  82  46  98  49  69  50  102 52  max: 102  average 10: 66  average total: 86 10KB/s(in)
16:18.47 59 55  50  86  47  243 192 142 92  50  max: 243  average 10: 101  average total: 86
16:18.47 64 99  49  110 59  208 238 189 566 517 max: 566  average 10: 209  average total: 91
16:18.48 468    417 367 317 267 216 167 118 68  91  max: 468  average 10: 249  average total: 98
16:18.48 53 51  73  81  47  102 54  170 189 140 max: 189  average 10: 96  average total: 98
16:18.49 90 48  49  59  48  48  51  45  54  48  max: 90  average 10: 54  average total: 96
16:18.49 55 49  57  48  53  47  49  51  49  46  max: 57  average 10: 50  average total: 94
16:18.50 79 123 73  54  55  46  53  51  46  47  max: 123  average 10: 62  average total: 93
16:18.50 46 46  53  48  51  56  52  48  269 221 max: 269  average 10: 89  average total: 93
16:18.51 172    121 71  47  46  125 75  48  47  51  max: 172  average 10: 80  average total: 93
16:18.51 54 121 71  57  46  94  46  93  47  61  max: 121  average 10: 69  average total: 92
16:18.52 83 50  60  167 119 362 312 263 212 162 max: 362  average 10: 179  average total: 95
16:18.52 111    63  49  47  46  49  63  46  46  46  max: 111  average 10: 56  average total: 93
16:18.53 50 46  50  47  46  48  52  48  51  46  max: 52  average 10: 48  average total: 92
16:18.53 49 46  47  55  49  49  49  52  68  69  max: 69  average 10: 53  average total: 91
16:18.54 47 45  46  49  71  96  46  108 57  47  max: 108  average 10: 61  average total: 90
16:18.54 91 50  92  49  49  55  58  101 52  124 max: 124  average 10: 72  average total: 90
16:18.55 239    187 138 88  47  49  59  49  47  66  max: 239  average 10: 96  average total: 90
16:18.55 52 165 116 65  48  48  46  51  52  47  max: 165  average 10: 69  average total: 89
16:18.56 51 50  49  297 249 198 149 100 49  46  max: 297  average 10: 123  average total: 90
16:18.56 48 130 79  49  45  57  51  46  48  46  max: 130  average 10: 59  average total: 89
16:18.57 50 122 71  123 264 215 165 114 66  54  max: 264  average 10: 124  average total: 90 9.9KB/s(in)
16:18.57 64 46  58  80  47  52  89  49  46  47  max: 89  average 10: 57  average total: 89
16:18.58 50 49  81  52  59  50  57  48  85  46  max: 85  average 10: 57  average total: 89
16:18.58 157    107 56  46  47  49  48  46  47  54  max: 157  average 10: 65  average total: 88
16:18.59 48 68  129 77  47  46  54  50  50  63  max: 129  average 10: 63  average total: 88
16:18.59 93 49  53  46  47  48  48  53  52  67  max: 93  average 10: 55  average total: 87
16:19.0 46  89  54  59  97  51  110 60  47  60  max: 110  average 10: 67  average total: 87
16:19.0 47  48  54  95  50  56  46  50  47  49  max: 95  average 10: 54  average total: 86
16:19.1 46  46  51  73  148 97  47  46  56  46  max: 148  average 10: 65  average total: 86
16:19.1 46  79  48  62  69  106 56  48  114 62  max: 114  average 10: 69  average total: 85
16:19.2 48  59  82  50  65  52  166 115 64  188 max: 188  average 10: 88  average total: 85
16:19.2 138 87  50  49  48  49  53  46  47  46  max: 138  average 10: 61  average total: 85
16:19.3 49  56  145 95  46  46  46  47  50  47  max: 145  average 10: 62  average total: 84
16:19.3 46  47  66  47  134 84  50  57  259 209 max: 259  average 10: 99  average total: 85
16:19.4 159 169 188 139 90  46  57  80  221 170 max: 221  average 10: 131  average total: 86
16:19.4 120 205 156 104 55  46  189 140 89  183 max: 205  average 10: 128  average total: 86
16:19.5 133 82  47  82  74  54  73  79  52  56  max: 133  average 10: 73  average total: 86
16:19.5 66  62  59  175 189 140 89  67  51  154 max: 189  average 10: 105  average total: 86
16:19.6 103 54  69  91  54  84  58  55  114 65  max: 114  average 10: 74  average total: 86
16:19.6 59  63  56  51  55  49  58  49  55  52  max: 63  average 10: 54  average total: 86
16:19.7 62  57  56  89  49  66  201 153 102 52  max: 201  average 10: 88  average total: 86
16:19.7 71  56  68  57  59  70  199 147 99  49  max: 199  average 10: 87  average total: 86 10KB/s(in)
16:19.8 68  54  60  56  77  115 69  60  50  184 max: 184  average 10: 79  average total: 86
16:19.8 134 83  75  49  73  50  77  95  49  217 max: 217  average 10: 90  average total: 86
16:19.9 167 117 69  48  85  88  46  53  47  58  max: 167  average 10: 77  average total: 86
16:19.9 49  83  53  68  48  390 338 290 240 189 max: 390  average 10: 174  average total: 87
16:19.10 139    89  47  107 56  95  51  249 199 148 max: 249  average 10: 118  average total: 87
16:19.10 98 108 58  65  71  59  239 189 140 91  max: 239  average 10: 111  average total: 88
16:19.11 83 55  188 139 87  52  54  54  52  53  max: 188  average 10: 81  average total: 88
16:19.11 53 174 170 176 125 181 131 80  46  85  max: 181  average 10: 122  average total: 88
16:19.12 360    311 261 210 163 112 62  53  63  73  max: 360  average 10: 166  average total: 89
16:19.12 76 49  79  47  95  51  56  50  78  69  max: 95  average 10: 65  average total: 89
16:19.13 88 75  63  60  66  78  87  48  73  203 max: 203  average 10: 84  average total: 89
16:19.13 154    105 54  52  59  84  192 270 220 171 max: 270  average 10: 136  average total: 89
16:19.14 121    171 121 72  93  71  49  55  46  61  max: 171  average 10: 86  average total: 89
16:19.14 55 74  204 155 105 53  57  52  67  81  max: 204  average 10: 90  average total: 89
16:19.15 75 90  163 449 401 349 300 250 201 151 max: 449  average 10: 242  average total: 91
16:19.15 100    51  64  48  58  60  74  70  194 143 max: 194  average 10: 86  average total: 91
16:19.16 94 72  96  186 218 169 118 196 209 160 max: 218  average 10: 151  average total: 92
16:19.16 211    162 112 205 154 104 219 169 118 411 max: 411  average 10: 186  average total: 93
16:19.17 359    310 259 210 160 110 60  52  57  254 max: 359  average 10: 183  average total: 94
16:19.18 204    153 104 165 113 82  78  72  54  53  max: 204  average 10: 107  average total: 94 9.9KB/s(in)
16:19.18 55 53  213 163 111 62  47  54  49  54  max: 213  average 10: 86  average total: 94
16:19.18 48 48  48  54  46  53  51  47  48  47  max: 54  average 10: 49  average total: 94
16:19.19 45 46  46  48  49  46  49  48  50  46  max: 50  average 10: 47  average total: 93
16:19.19 46 54  61  48  47  48  50  47  123 74  max: 123  average 10: 59  average total: 93
16:19.20 47 49  50  46  77  130 79  48  46  46  max: 130  average 10: 61  average total: 92
16:19.20 48 49  47  47  46  58  47  46  49  46  max: 58  average 10: 48  average total: 92
16:19.21 53 60  49  56  55  118 66  49  51  49  max: 118  average 10: 60  average total: 91
16:19.21 49 49  47  117 66  46  46  56  46  46  max: 117  average 10: 56  average total: 91
16:19.22 49 46  257 208 157 108 56  46  56  55  max: 257  average 10: 103  average total: 91
16:19.22 252    204 155 110 116 68  117 66  47  47  max: 252  average 10: 118  average total: 92
16:19.23 46 46  46  47  47  46  46  46  47  48  max: 48  average 10: 46  average total: 91
16:19.23 51 115 64  49  48  47  47  47  48  46  max: 115  average 10: 56  average total: 91
16:19.24 50 47  45  47  46  46  117 66  46  46  max: 117  average 10: 55  average total: 90
16:19.24 47 46  45  47  47  118 69  47  45  45  max: 118  average 10: 55  average total: 90
16:19.25 47 46  49  46  53  51  112 62  46  52  max: 112  average 10: 56  average total: 90
16:19.25 83 60  101 270 220 170 157 106 57  48  max: 270  average 10: 127  average total: 90
16:19.26 48 47  46  47  131 81  46  48  152 102 max: 152  average 10: 74  average total: 90
16:19.26 51 46  47  48  46  127 76  47  47  49  max: 127  average 10: 58  average total: 90
16:19.27 46 46  46  46  47  71  47  46  47  47  max: 71  average 10: 48  average total: 89
16:19.27 46 126 77  60  48  56  53  48  119 70  max: 126  average 10: 70  average total: 89 9.9KB/s(in)
16:19.28 45 46  48  115 65  46  50  46  46  45  max: 115  average 10: 55  average total: 89
16:19.28 48 46  118 67  46  48  46  120 69  46  max: 120  average 10: 65  average total: 88
16:19.29 47 46  45  46  47  48  47  50  50  46  max: 50  average 10: 47  average total: 88
16:19.29 53 52  47  46  46  46  47  49  48  48  max: 53  average 10: 48  average total: 88
16:19.30 49 52  52  115 66  46  50  63  58  50  max: 115  average 10: 60  average total: 87
16:19.30 46 46  48  47  46  49  46  47  48  46  max: 49  average 10: 46  average total: 87
16:19.31 96 48  46  46  47  46  46  53  48  48  max: 96  average 10: 52  average total: 87
16:19.31 47 51  47  48  48  48  58  54  48  57  max: 58  average 10: 50  average total: 86
16:19.32 57 71  64  50  50  47  48  47  45  49  max: 71  average 10: 52  average total: 86
16:19.32 51 46  45  121 70  47  46  47  46  46  max: 121  average 10: 56  average total: 86
16:19.33 48 47  122 71  46  45  48  46  53  46  max: 122  average 10: 57  average total: 86
16:19.33 49 57  48  55  47  46  116 68  47  46  max: 116  average 10: 57  average total: 85
16:19.34 47 47  48  48  51  47  49  45  116 66  max: 116  average 10: 56  average total: 85
16:19.34 63 55  50  53  60  112 61  45  46  48  max: 112  average 10: 59  average total: 85
16:19.35 49 51  51  46  77  82  46  47  47  46  max: 82  average 10: 54  average total: 85
16:19.35 139    88  48  54  50  125 75  46  51  47  max: 139  average 10: 72  average total: 84
16:19.36 46 51  47  46  49  47  114 63  49  45  max: 114  average 10: 55  average total: 84
16:19.36 48 48  46  46  45  46  45  45  49  47  max: 49  average 10: 46  average total: 84
16:19.37 46 46  47  47  47  47  54  50  46  48  max: 54  average 10: 47  average total: 84
16:19.37 47 46  46  46  48  64  46  46  49  51  max: 64  average 10: 48  average total: 83
16:19.38 51 115 65  46  46  50  47  48  46  51  max: 115  average 10: 56  average total: 83 10KB/s(in)
16:19.38 48 48  48  47  46  48  47  45  46  45  max: 48  average 10: 46  average total: 83
16:19.39 115    65  45  49  112 62  46  46  47  46  max: 115  average 10: 63  average total: 83
16:19.39 46 46  47  46  46  46  115 65  48  51  max: 115  average 10: 55  average total: 82
16:19.40 45 120 69  118 68  115 116 68  47  49  max: 120  average 10: 81  average total: 82
16:19.40 47 46  49  48  49  46  53  50  46  72  max: 72  average 10: 50  average total: 82
16:19.41 117    127 78  46  48  46  125 74  46  46  max: 127  average 10: 75  average total: 82
16:19.41 46 127 78  62  46  45  52  53  49  46  max: 127  average 10: 60  average total: 82
16:19.42 46 51  123 72  46  46  116 65  48  49  max: 123  average 10: 66  average total: 82
16:19.42 46 46  45  46  46  115 65  50  47  58  max: 115  average 10: 56  average total: 82
16:19.43 53 48  46  51  46  46  49  45  47  48  max: 53  average 10: 47  average total: 81
16:19.43 46 114 64  47  50  47  117 67  59  46  max: 117  average 10: 65  average total: 81
16:19.44 46 46  47  46  124 73  46  46  46  47  max: 124  average 10: 56  average total: 81
16:19.44 47 126 76  124 74  48  48  47  48  56  max: 126  average 10: 69  average total: 81
16:19.45 123    75  46  46  46  45  46  52  46  45  max: 123  average 10: 57  average total: 81
16:19.45 46 46  46  46  46  46  47  46  117 67  max: 117  average 10: 55  average total: 81
16:19.46 48 45  53  46  46  47  46  46  47  48  max: 53  average 10: 47  average total: 80
16:19.46 46 53  47  115 64  119 71  78  74  192 max: 192  average 10: 85  average total: 80
16:19.47 323    272 223 173 125 73  48  46  51  54  max: 323  average 10: 138  average total: 81
16:19.47 46 140 90  47  46  49  47  50  48  126 max: 140  average 10: 68  average total: 81
16:19.48 76 46  46  48  45  120 69  47  48  47  max: 120  average 10: 59  average total: 81
16:19.48 48 46  46  46  47  47  121 72  51  48  max: 121  average 10: 57  average total: 80 10KB/s(in)
16:19.49 117    66  47  48  48  49  45  45  45  46  max: 117  average 10: 55  average total: 80
16:19.49 46 47  46  47  47  48  47  50  46  46  max: 50  average 10: 47  average total: 80
16:19.50 46 46  46  118 67  51  46  46  46  46  max: 118  average 10: 55  average total: 80
16:19.50 46 46  48  48  46  48  52  47  45  49  max: 52  average 10: 47  average total: 80
16:19.51 46 46  46  48  46  46  48  49  46  54  max: 54  average 10: 47  average total: 79
16:19.51 82 79  48  46  46  46  130 79  47  47  max: 130  average 10: 65  average total: 79
16:19.52 46 71  71  65  58  53  49  46  46  45  max: 71  average 10: 55  average total: 79
16:19.52 46 49  46  48  48  50  51  263 213 162 max: 263  average 10: 97  average total: 79
16:19.53 113    62  48  46  47  48  48  47  47  48  max: 113  average 10: 55  average total: 79
16:19.53 48 52  117 67  51  119 69  47  46  46  max: 119  average 10: 66  average total: 79
16:19.54 116    66  47  47  47  46  45  47  71  46  max: 116  average 10: 57  average total: 79
16:19.54 132    80  49  118 124 74  46  46  47  48  max: 132  average 10: 76  average total: 79
16:19.55 55 54  46  50  46  47  47  48  46  47  max: 55  average 10: 48  average total: 79
16:19.55 50 49  52  51  46  54  46  56  48  46  max: 56  average 10: 49  average total: 78
16:19.56 114    64  46  48  46  47  46  49  48  53  max: 114  average 10: 56  average total: 78
16:19.56 62 62  46  53  53  47  50  47  47  49  max: 62  average 10: 51  average total: 78
16:19.57 49 124 74  46  46  48  47  49  46  51  max: 124  average 10: 58  average total: 78
16:19.57 50 46  48  48  49  49  45  47  47  47  max: 50  average 10: 47  average total: 78
16:19.58 48 119 69  55  53  49  53  53  50  46  max: 119  average 10: 59  average total: 78
16:19.58 51 50  111 60  59  67  77  96  104 87  max: 111  average 10: 76  average total: 78 9.9KB/s(in)
16:19.59 128    137 168 178 182 164 219 174 539 488 max: 539  average 10: 237  average total: 79
16:20.0 437 410 504 473 564 532 621 745 877 829 max: 877  average 10: 599  average total: 82
16:20.1 1804    1754    2120    2068    2464    2414    2363    2314    2265    2214    max: 2464  average 10: 2178  average total: 94
16:20.2 2165    2114    2065    2013    1965    1913    1865    1815    1763    1715    max: 2165  average 10: 1939  average total: 105
16:20.2 1666    1616    1564    1516    1467    1416    1365    1315    1266    1215    max: 1666  average 10: 1440  average total: 113
16:20.2 1167    1117    1066    1019    968 919 869 1234    1184    1134    max: 1234  average 10: 1067  average total: 118
16:20.3 1083    1035    985 936 886 835 786 736 686 636 max: 1083  average 10: 860  average total: 123
16:20.3 587 536 485 438 386 337 289 239 189 139 max: 587  average 10: 362  average total: 124
16:20.3 89  46  47  51  146 96  136 133 84  64  max: 146  average 10: 89  average total: 124
16:20.3 62  45  47  47  48  51  51  64  60  69  max: 69  average 10: 54  average total: 123
16:20.4 51  88  59  58  149 98  47  50  59  48  max: 149  average 10: 70  average total: 123
16:20.4 71  67  46  51  153 104 53  134 84  46  max: 153  average 10: 80  average total: 123
16:20.5 50  53  46  53  47  48  46  45  45  48  max: 53  average 10: 48  average total: 122
16:20.5 121 70  46  51  46  49  47  46  49  46  max: 121  average 10: 57  average total: 122
16:20.6 53  50  52  72  74  52  48  53  52  49  max: 74  average 10: 55  average total: 122
16:20.6 48  46  47  56  48  46  47  46  124 75  max: 124  average 10: 58  average total: 121
16:20.7 49  45  46  50  114 241 191 142 90  48  max: 241  average 10: 101  average total: 121
16:20.7 46  49  47  46  48  51  46  46  54  48  max: 54  average 10: 48  average total: 121
16:20.8 47  47  54  51  55  47  46  116 65  46  max: 116  average 10: 57  average total: 121
16:20.8 48  48  49  49  111 63  47  49  48  48  max: 111  average 10: 56  average total: 120
16:20.9 117 67  47  46  114 65  52  48  115 67  max: 117  average 10: 73  average total: 120 10KB/s(in)
16:20.9 55  46  53  49  46  47  53  49  46  47  max: 55  average 10: 49  average total: 120
16:20.10 46 47  49  45  117 65  51  47  50  64  max: 117  average 10: 58  average total: 119
16:20.10 54 49  48  47  47  47  256 204 155 104 max: 256  average 10: 101  average total: 119
16:20.11 56 50  47  46  48  45  46  46  47  53  max: 56  average 10: 48  average total: 119
16:20.11 47 46  49  49  47  46  115 64  116 65  max: 116  average 10: 64  average total: 118
16:20.12 46 46  46  51  50  45  47  46  77  75  max: 77  average 10: 52  average total: 118
16:20.12 55 48  50  129 78  50  134 85  49  290 max: 290  average 10: 96  average total: 118
16:20.13 242    191 141 93  129 79  273 223 174 124 max: 273  average 10: 166  average total: 118
16:20.13 74 46  46  46  47  46  131 117 115 63  max: 131  average 10: 73  average total: 118
16:20.14 47 48  46  55  48  46  47  47  46  51  max: 55  average 10: 48  average total: 118
16:20.14 46 47  48  65  70  55  130 80  46  49  max: 130  average 10: 63  average total: 117
16:20.15 46 55  46  45  50  46  117 68  56  88  max: 117  average 10: 61  average total: 117
16:20.15 56 46  136 85  50  46  46  52  46  45  max: 136  average 10: 60  average total: 117
16:20.16 125    73  122 72  53  46  46  49  120 69  max: 125  average 10: 77  average total: 117
16:20.16 50 46  46  49  47  49  52  47  48  49  max: 52  average 10: 48  average total: 116
16:20.17 46 46  51  47  120 69  47  52  48  46  max: 120  average 10: 57  average total: 116
16:20.17 45 116 65  48  117 66  47  148 98  69  max: 148  average 10: 81  average total: 116
16:20.18 64 59  47  56  51  49  53  46  48  45  max: 64  average 10: 51  average total: 116
16:20.18 140    90  48  46  48  134 83  47  47  54  max: 140  average 10: 73  average total: 115
16:20.19 129    77  53  45  121 70  47  45  50  48  max: 129  average 10: 68  average total: 115
16:20.19 121    70  114 64  53  45  45  46  47  47  max: 121  average 10: 65  average total: 115 10KB/s(in)
16:20.20 45 49  51  48  46  46  120 69  48  45  max: 120  average 10: 56  average total: 115
16:20.20 51 115 241 189 141 90  45  46  47  52  max: 241  average 10: 101  average total: 115
16:20.21 48 48  49  49  46  113 64  47  46  49  max: 113  average 10: 55  average total: 114
16:20.21 50 46  50  46  50  49  46  49  49  47  max: 50  average 10: 48  average total: 114
16:20.22 48 48  46  46  46  74  45  49  46  46  max: 74  average 10: 49  average total: 114
16:20.22 48 49  52  50  151 101 78  172 123 216 max: 216  average 10: 104  average total: 114
16:20.23 164    212 162 114 114 118 519 469 419 370 max: 519  average 10: 266  average total: 114
16:20.24 320    270 234 186 135 85  47  75  75  47  max: 320  average 10: 147  average total: 114
16:20.24 48 47  46  47  49  46  46  46  50  47  max: 50  average 10: 47  average total: 114
16:20.24 46 50  55  49  49  55  50  59  58  48  max: 59  average 10: 51  average total: 114
16:20.25 48 47  126 120 70  73  54  62  58  51  max: 126  average 10: 70  average total: 114
16:20.25 74 553 501 454 404 352 302 253 202 153 max: 553  average 10: 324  average total: 115
16:20.26 688    637 589 539 494 443 739 688 638 589 max: 739  average 10: 604  average total: 117
16:20.27 539    489 438 388 337 289 238 190 139 90  max: 539  average 10: 313  average total: 118
16:20.27 152    102 52  55  56  157 107 85  94  182 max: 182  average 10: 104  average total: 118
16:20.27 132    81  52  55  52  66  63  45  45  46  max: 132  average 10: 63  average total: 117
16:20.28 58 158 151 102 315 265 215 165 117 66  max: 315  average 10: 161  average total: 118
16:20.28 46 45  46  45  46  46  47  47  47  48  max: 48  average 10: 46  average total: 117
16:20.29 71 69  64  48  47  50  46  46  46  45  max: 71  average 10: 53  average total: 117
16:20.29 46 46  57  66  72  134 84  48  132 82  max: 134  average 10: 76  average total: 117 9.9KB/s(in)
16:20.30 45 46  47  52  50  46  47  47  48  46  max: 52  average 10: 47  average total: 116
16:20.30 48 47  136 85  119 71  51  45  46  70  max: 136  average 10: 71  average total: 116
16:20.31 65 49  47  48  46  141 91  48  50  46  max: 141  average 10: 63  average total: 116
16:20.31 47 46  48  46  47  47  49  74  50  80  max: 80  average 10: 53  average total: 116
16:20.32 76 63  47  45  48  46  46  51  50  46  max: 76  average 10: 51  average total: 115
16:20.32 45 45  46  47  47  54  46  46  48  47  max: 54  average 10: 47  average total: 115
16:20.33 47 51  49  45  47  46  49  46  46  47  max: 51  average 10: 47  average total: 115
16:20.33 47 47  255 205 155 105 56  47  117 65  max: 255  average 10: 109  average total: 115
16:20.34 116    64  47  115 64  47  48  45  51  46  max: 116  average 10: 64  average total: 115
16:20.34 46 48  54  59  47  46  46  46  46  47  max: 59  average 10: 48  average total: 114
16:20.35 78 82  50  46  46  55  64  49  133 132 max: 133  average 10: 73  average total: 114
16:20.35 80 47  47  46  48  55  46  47  48  47  max: 80  average 10: 51  average total: 114
16:20.36 51 48  48  61  47  49  49  199 151 101 max: 199  average 10: 80  average total: 114
16:20.36 51 47  69  46  54  47  58  160 110 148 max: 160  average 10: 79  average total: 114
16:20.37 97 47  53  53  49  67  52  131 80  49  max: 131  average 10: 67  average total: 113
16:20.37 49 45  52  51  54  49  48  129 81  116 max: 129  average 10: 67  average total: 113
16:20.38 64 46  417 368 319 267 217 168 118 70  max: 417  average 10: 205  average total: 114
16:20.38 455    420 369 742 693 689 640 634 588 584 max: 742  average 10: 581  average total: 116
16:20.39 534    553 504 502 453 450 399 351 346 297 max: 553  average 10: 438  average total: 117
16:20.40 247    200 152 2469    2418    2369    2319    2269    2220    2170    max: 2469  average 10: 1683  average total: 123 8.2KB/s(in)
16:20.42 2120   2069    2020    1969    1920    1869    1819    1771    1722    1671    max: 2120  average 10: 1895  average total: 130
16:20.42 1622   1571    1522    1471    1422    1372    1320    1271    1221    1172    max: 1622  average 10: 1396  average total: 135
16:20.42 1121   1071    1022    973 925 873 825 773 725 676 max: 1121  average 10: 898  average total: 138
16:20.42 624    576 526 475 428 378 329 278 230 179 max: 624  average 10: 402  average total: 139
16:20.42 130    81  46  50  46  54  55  50  54  46  max: 130  average 10: 61  average total: 139
16:20.42 48 50  48  65  50  45  47  46  47  122 max: 122  average 10: 56  average total: 139
16:20.43 73 47  115 64  112 62  47  49  46  46  max: 115  average 10: 66  average total: 139
16:20.43 49 47  48  80  63  47  46  49  48  51  max: 80  average 10: 52  average total: 138
16:20.44 48 121 73  64  55  46  47  47  46  50  max: 121  average 10: 59  average total: 138
16:20.44 47 46  47  46  46  93  46  48  46  46  max: 93  average 10: 51  average total: 138
16:20.45 46 48  46  46  48  46  48  46  45  49  max: 49  average 10: 46  average total: 137
16:20.45 49 51  116 66  48  46  46  47  46  45  max: 116  average 10: 56  average total: 137
16:20.46 48 48  45  46  46  47  48  49  117 67  max: 117  average 10: 56  average total: 137
16:20.46 115    67  45  48  45  115 66  46  56  46  max: 115  average 10: 64  average total: 136
16:20.47 46 47  116 113 63  47  51  47  46  114 max: 116  average 10: 69  average total: 136
16:20.47 64 48  49  49  46  48  48  47  46  49  max: 64  average 10: 49  average total: 136
16:20.48 49 47  48  48  45  47  117 66  47  53  max: 117  average 10: 56  average total: 135
16:20.48 51 46  73  54  49  47  120 69  47  46  max: 120  average 10: 60  average total: 135
16:20.49 48 47  47  45  50  119 67  47  46  47  max: 119  average 10: 56  average total: 135
16:20.49 47 122 72  47  116 66  50  112 63  45  max: 122  average 10: 74  average total: 135
16:20.50 45 46  47  46  46  51  51  52  46  46  max: 52  average 10: 47  average total: 134
16:20.50 46 48  116 65  46  46  48  46  46  46  max: 116  average 10: 55  average total: 134
16:20.51 46 48  46  251 200 149 99  116 65  48  max: 251  average 10: 106  average total: 134
16:20.51 47 47  45  49  47  45  48  45  49  46  max: 49  average 10: 46  average total: 134
16:20.52 117    66  48  48  45  46  48  117 68  52  max: 117  average 10: 65  average total: 133 12KB/s(in)
16:20.52 49 116 66  51  48  45  46  47  47  46  max: 116  average 10: 56  average total: 133
16:20.53 46 47  47  114 63  52  48  47  46  46  max: 114  average 10: 55  average total: 133
16:20.53 48 121 71  66  46  46  49  46  122 74  max: 122  average 10: 68  average total: 132
16:20.54 48 49  53  47  47  47  74  51  47  47  max: 74  average 10: 51  average total: 132
16:20.54 48 48  46  46  46  127 78  51  49  123 max: 127  average 10: 66  average total: 132
16:20.55 75 48  48  45  46  48  49  47  46  46  max: 75  average 10: 49  average total: 132
16:20.55 113    62  46  46  47  46  46  47  45  50  max: 113  average 10: 54  average total: 131
16:20.56 47 46  50  55  60  47  69  47  48  46  max: 69  average 10: 51  average total: 131
16:20.56 46 46  49  47  46  46  46  46  128 78  max: 128  average 10: 57  average total: 131
16:20.57 48 46  47  46  47  46  46  46  48  48  max: 48  average 10: 46  average total: 131
16:20.57 48 46  46  47  46  46  46  130 80  46  max: 130  average 10: 58  average total: 130
16:20.58 47 127 75  47  128 80  46  45  46  46  max: 128  average 10: 68  average total: 130
16:20.58 49 46  46  46  48  48  48  46  46  136 max: 136  average 10: 55  average total: 130
16:20.59 87 48  48  115 66  47  118 69  47  64  max: 118  average 10: 70  average total: 130
16:20.59 115    65  46  46  48  46  47  47  51  49  max: 115  average 10: 56  average total: 129
16:21.0 47  45  46  48  50  52  46  48  47  46  max: 52  average 10: 47  average total: 129
16:21.0 46  46  45  48  46  529 478 428 379 328 max: 529  average 10: 237  average total: 129
16:21.1 279 228 178 129 78  116 68  47  47  48  max: 279  average 10: 121  average total: 129
16:21.1 47  52  46  46  46  46  45  46  47  45  max: 52  average 10: 46  average total: 129
16:21.2 249 199 149 99  48  45  48  47  46  46  max: 249  average 10: 97  average total: 129
16:21.2 50  46  47  52  114 66  46  47  46  47  max: 114  average 10: 56  average total: 129 10KB/s(in)
16:21.3 59  53  120 69  46  48  46  114 64  50  max: 120  average 10: 66  average total: 129
16:21.3 46  46  114 63  119 69  46  52  49  47  max: 119  average 10: 65  average total: 128
16:21.4 49  51  49  46  48  46  46  52  75  111 max: 111  average 10: 57  average total: 128
16:21.4 60  46  47  48  52  46  117 67  47  116 max: 117  average 10: 64  average total: 128
16:21.5 67  46  54  117 65  48  50  46  47  45  max: 117  average 10: 58  average total: 128
16:21.5 47  46  117 68  50  46  46  46  48  48  max: 117  average 10: 56  average total: 127
16:21.6 47  47  46  117 65  46  48  47  48  116 max: 117  average 10: 62  average total: 127
16:21.6 67  47  49  46  46  115 64  49  47  46  max: 115  average 10: 57  average total: 127
16:21.7 47  46  46  49  46  48  48  45  47  46  max: 49  average 10: 46  average total: 127
16:21.7 46  47  47  47  117 66  48  48  46  46  max: 117  average 10: 55  average total: 126
16:21.8 47  47  46  47  49  115 64  46  49  46  max: 115  average 10: 55  average total: 126
16:21.8 53  49  46  57  54  48  49  53  50  46  max: 57  average 10: 50  average total: 126
16:21.9 50  54  47  48  47  117 68  47  49  113 max: 117  average 10: 64  average total: 126
16:21.9 61  47  67  49  46  49  46  47  52  115 max: 115  average 10: 57  average total: 126
16:21.10 65 46  46  46  48  48  46  116 67  45  max: 116  average 10: 57  average total: 125
